11102,,,30-22,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,43,,

11102,,,30-23,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,625,,,,37,,

11102,,,30-24,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,44,,

11102,,,30-29,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,625,,,,34,,

11102,,,30-30,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,46,,

11102,,,30-33,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,625,,,,33,,

11102,,,30-34,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,48,,

11102,,,30-35,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,625,,,,31,,

11102,,,30-39,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,625,,,,30,,

11102,,,30-42,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,51,,

11102,,,30-43,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,625,,,,29,,

11102,,,30-44,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,616,,,,52,,

11102,,,30-45,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,625,,,,28,,

11102,,,30-48,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,53,,

11102,,,30-49,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,625,,,,26,,

11102,,,30-50,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,616,,,,54,,

11102,,,30-51,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,625,,,,25,,

11102,,,30-54,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,56,,

11102,,,30-58,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,57,,

11102,,,30-59,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,625,,,,23,,

11102,,,30-60,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,58,,

11102,,,30-63,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,625,,,,20,,

11102,,,30-64,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,60,,

11102,,,30-67,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,625,,,,18,,

11102,,,30-70,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,62,,

11102,,,30-75,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,625,,,,15,,

11102,,,30-76,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,65,,

11102,,,30-79,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,625,,,,14,,

11102,,,30-80,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,66,,

11102,,,30-82,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,67,,

11102,,,30-86,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,69,,

11102,,,30-87,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,625,,,,11,,

11102,,,30-90,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,616,,,,70,,

11102,,,30-91,,,,33RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,625,,,,9,,

11102,,,26-17,,,,3RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,910,,,,14,,

11102,,,26-19,,,,3RD,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,910,,,,13,,

11102,,,26-02,,,,4TH,,,,ST,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,910,,,,23,,

11102,,,26-45,,,,9TH,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,903,,,,7,,

11102,,,3011,,,,ASTORIA,,,,BLVD,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,838,,,,8,,

11102,,,8-42,,,,ASTORIA,,,,BLVD,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,513,,,,9,,

11102,,,12-10,,,,ASTORIA,,,,PARK S,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,900,,,,34,,

11102,,,14-31,,,,ASTORIA,,,,BLVD,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,540,,,,21,,

11102,,,18-02,,,,ASTORIA,,,,PARK S,,,,,18-02,,,,HOYT,,,,AVE S,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGB,,,HOTEL,,,,,,,,888,,,,20,,

11102,,,18-10 TO 18-12,,,,ASTORIA,,,,BLVD,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,539,,,,25,,

11102,,,18-18,,,,ASTORIA,,,,PARK S,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,888,,,,27,,

11102,,,22-07 TO 22-09,,,,ASTORIA,,,,BLVD,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGB,,,421-A (1-15),,,,,,,,884,,,,5,,

11102,,,22-14,,,,ASTORIA,,,,BLVD,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,542,,,,5,,

11102,,,23-01,,,,ASTORIA,,,,BLVD,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,872,,,,15,,

11102,,,23-03,,,,ASTORIA,,,,BLVD,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,872,,,,15,,

11102,,,23-09,,,,ASTORIA,,,,BLVD,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (1-15),,,872,,,,12,,

11102,,,23-15,,,,ASTORIA,,,,BLVD,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,872,,,,11,,

11102,,,23-37,,,,ASTORIA,,,,BLVD,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,872,,,,2,,

11102,,,25-25,,,,ASTORIA,,,,BLVD,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,861,,,,5,,

11102,,,25-38,,,,ASTORIA,,,,BLVD,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,573,,,,40,,

11102,,,27-10,,,,ASTORIA,,,,BLVD,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,573,,,,46,,

11102,,,27-11,,,,ASTORIA,,,,BLVD,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,839,,,,19,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page14of 172,,,
,,,,,,,,,,,,,,,,,,,,,,ListofQueens Buildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,,STSUFX1,,,,,BLDGNO2,,,STREET2,,,STSUFX2,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,,,STATUS3,,,BLOCK,,,,LOT,,

11102,,,28-17,,,,ASTORIA,,,,,BLVD,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,839,,,,9,,

11102,,,28-19,,,,ASTORIA,,,,,BLVD,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,839,,,,8,,

11102,,,28-21,,,,ASTORIA,,,,,BLVD,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,839,,,,8,,

11102,,,28-22 TO 28-24,,,,ASTORIA,,,,,BLVD,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,596,,,,47,,

11102,,,29-10,,,,ASTORIA,,,,,BLVD,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,597,,,,99,,

11102,,,32-10,,,,ASTORIA,,,,,BLVD,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,620,,,,76,,

11102,,,25-15,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,861,,,,33,,

11102,,,25-20,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,872,,,,65,,

11102,,,25-34,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,872,,,,68,,

11102,,,25-44,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,872,,,,74,,

11102,,,25-50,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,872,,,,7502,,

11102,,,25-54,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,872,,,,78,,

11102,,,26-11,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,573,,,,24,,

11102,,,27-51,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,574,,,,36,,

11102,,,27-53,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,574,,,,37,,

11102,,,27-57,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,574,,,,135,,

11102,,,27-59,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,574,,,,35,,

11102,,,27-63,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,574,,,,133,,

11102,,,28-08,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,546,,,,17,,

11102,,,28-14,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,546,,,,15,,

11102,,,29-06,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,548,,,,16,,

11102,,,30-49,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,577,,,,19,,

11102,,,30-59,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,421-A (1-15),,,577,,,,15,,

11102,,,30-60,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,571,,,,1,,

11102,,,30-82,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,COOP/CONDO PLANFI 570,,,,,,,49,,

11102,,,30-91,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,578,,,,13,,

11102,,,30-98,,,,CRESCENT,,,,,ST,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,570,,,,57,,

11102,,,29-11,,,,DOROTHY,,,,,PL,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,840,,,,139,,

11102,,,29-15,,,,DOROTHY,,,,,PL,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,840,,,,138,,

11102,,,2922,,,,HOYT,,,,,AVE S,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,838,,,,8,,

11102,,,25-22,,,,HOYT,,,,,AVE S,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,861,,,,44,,

11102,,,26-20,,,,HOYT,,,,,AVE,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,861,,,,54,,

11102,,,27-04,,,,HOYT,,,,,AVE S,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,839,,,,33,,

11102,,,27-18,,,,HOYT,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,839,,,,7503,,

11102,,,27-24,,,,HOYT,,,,,AVE,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,839,,,,41,,

11102,,,27-40,,,,HOYT,,,,,AVE S,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,839,,,,1,,

11102,,,9-24,,,,MAIN,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,507,,,,25,,

11102,,,21-22,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,543,,,,22,,

11102,,,21-24,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,543,,,,24,,

11102,,,23-08,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,544,,,,7,,

11102,,,23-30,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,544,,,,19,,

11102,,,25-01,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,573,,,,19,,

11102,,,25-03,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,573,,,,18,,

11102,,,25-12,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,574,,,,5,,

11102,,,27-10,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,575,,,,2,,

11102,,,29-11,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,596,,,,10,,

11102,,,29-12,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,594,,,,31,,

11102,,,29-16,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,594,,,,34,,

11102,,,29-19,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,597,,,,7,,

11102,,,29-28,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,594,,,,50,,

11102,,,29-34,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,594,,,,51,,

11102,,,30-01,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,598,,,,1,,

11102,,,30-03,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,598,,,,76,,

11102,,,30-15 TO 30-19,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,598,,,,7501,,

11102,,,31-25,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,619,,,,11,,

11102,,,32-05,,,,NEWTOWN,,,,,AVE,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,619,,,,6,,

11102,,,11-07,,,,WELLING,,,,,CT,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,507,,,,19,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page15of 172,,,
,,,,,,,,,,,,,,,,,,,,,ListofQueens Buildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,STSUFX1,,,BLDGNO2,,,,STREET2,,,,STSUFX2,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,STATUS3,,BLOCK,,,,LOT,,

11103,,,36-16,,,,24TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,817,,,,17,,

11103,,,40-09,,,,25TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,686,,,,27,,

11103,,,40-11,,,,25TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,686,,,,25,,

11103,,,43-10,,,,25TH,,,,AVE,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,,,,,,,702,,,,43,,

11103,,,43-16,,,,25TH,,,,AVE,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,702,,,,46,,

11103,,,44-02,,,,25TH,,,,AVE,,,25-03,,,,44TH,,,,ST,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,715,,,,41,,

11103,,,44-10,,,,25TH,,,,AVE,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,715,,,,44,,

11103,,,44-14,,,,25TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,715,,,,45,,

11103,,,44-16,,,,25TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,715,,,,46,,

11103,,,45-01,,,,25TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,718,,,,7,,

11103,,,45-03,,,,25TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,718,,,,6,,

11103,,,45-05,,,,25TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,718,,,,5,,

11103,,,45-09,,,,25TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,718,,,,3,,

11103,,,3408,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,628,,,,19,,

11103,,,3410,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,628,,,,20,,

11103,,,3619,,,,28TH,,,,AVE,,,2594,,,,37TH,,,,ST,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,,652,,,,84,,

11103,,,34-04,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGB,,,,,,,,,628,,,,18,,

11103,,,34-05,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,632,,,,75,,

11103,,,35-04,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,629,,,,18,,

11103,,,35-09,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,633,,,,82,,

11103,,,35-14,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,629,,,,21,,

11103,,,36-04,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,630,,,,18,,

11103,,,36-08,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,630,,,,19,,

11103,,,36-11,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,652,,,,86,,

11103,,,36-12,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,630,,,,21,,

11103,,,36-14,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,,,,,,,630,,,,22,,

11103,,,37-11,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,653,,,,97,,

11103,,,37-17,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,653,,,,96,,

11103,,,38-04,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,ROOMINGHOUSE,,,,,,662,,,,20,,

11103,,,41-07,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,685,,,,5,,

11103,,,41-11,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,685,,,,3,,

11103,,,42-13,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,701,,,,3,,

11103,,,43-07,,,,28TH,,,,AVE,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,702,,,,5,,

